ASSENEDE;AARDGAS;S31;285218.87;266819.94;254496.4;262467.7;706201.79;1123323.72;1351708.98;1590775.49;2124617.53;1635023.93;1044717.42;739764.2;329032.58;Regio 1
ASSENEDE;AARDGAS;S32;203967.92;154916;138957.27;165026.38;471476.06;819752.9;1036300;1321437.8;1643379.93;1305779.43;956726.31;635340.47;257260.94;Regio 1
ASSENEDE;AARDGAS;S41;1141731.17;828770.77;686673.67;795206.37;2832185.4;4901342.59;5996197.53;6962395.29;9345363.33;7676388.88;4911867.95;3394887.44;1311925.26;Regio 1
ASSENEDE;ELEKTRICITEIT;S10;667526.48;479591.01;488226.4;505924.9;500746.36;523566.04;597440.89;614661.37;721686.91;688588.38;654547.99;701137.56;639205.28;Regio 1
ASSENEDE;ELEKTRICITEIT;S11;821319.82;797369.82;798272.68;828760.48;832594.73;867531.92;990131.98;955810.86;1065904.26;1036680.8;930451.98;908437.9;845299.73;Regio 1
ASSENEDE;ELEKTRICITEIT;S12;39825.09;37627.98;37178.07;37213.18;39552.08;50737.74;71174.35;82931.96;132502.27;105130.78;93009.26;72102.76;67466.86;Regio 1
ASSENEDE;ELEKTRICITEIT;S21;1092934.54;1087718.89;1073904.8;1063125.79;1111632.48;1103600.19;1221421.3;1175883.49;1348883.23;1319589.52;1208419.71;1146488.11;1054138.59;Regio 1
ASSENEDE;ELEKTRICITEIT;S22;468186.39;471271.22;459597.73;449505.02;518152.03;588888.53;752793.81;803287.5;945625.7;881413.01;725062.72;592473.89;469282.93;Regio 1
AVELGEM;AARDGAS;S30;6234292.3;3341013.38;4726962.99;5114069.47;5427127.07;5656585.19;7427234.82;7386493.3;7820737.07;6891365.78;7400159.11;7062482.72;6269041.02;Regio 1
AVELGEM;AARDGAS;S31;228462.95;208552.58;200718.52;206184.09;540738.51;906552.52;1077812.27;1246424.73;1655759.84;1285130.75;843003.07;591541.37;270205.77;Regio 1
AVELGEM;AARDGAS;S32;218855.57;162491.49;151968.43;147720.14;317433.41;538334.55;714454.56;832357.57;1120136.94;855903.85;532297.53;415335.34;182803.76;Regio 1
AVELGEM;AARDGAS;S41;760104.72;551075.21;454812.94;523765.28;1860430.18;3219744.16;3921950.77;4527700.7;6084689.76;4962807.58;3173355.58;2190920.01;847639.57;Regio 1
AVELGEM;ELEKTRICITEIT;S10;10633582.58;5567060.16;9073947.04;10969068.11;9044566.51;9953839.61;9390243.81;9201387.83;9757832.65;8304041.4;9443000.07;10165455.49;10495264.32;Regio 1
AVELGEM;ELEKTRICITEIT;S11;417360.44;398595.04;402756.94;426198.11;422214.72;450634.66;511396.85;496525.12;558018.45;545514.35;500335.75;488641.11;458853.22;Regio 1
AVELGEM;ELEKTRICITEIT;S12;14769.32;25722.89;25888.7;33243.77;74040.56;77024.99;87484.9;89411.52;103494.29;97594.15;91161.63;95241.58;86591.13;Regio 1
